household_id,ethnicity,gender_head,disability,age_band,religion,nationality,immigration_status
8cd806b7-b5b8-4bd6-beb1-270a44a3699a,not_disclosed,female,yes,36-45,christian,rwandan,n/a
513a8c22-0038-4f7d-97a9-b44e4daf2e14,not_disclosed,male,no,18-25,christian,rwandan,n/a
186907b6-3a61-456c-8bac-2a720b63e680,not_disclosed,male,no,36-45,christian,rwandan,n/a
e3ac83bc-9ef5-4457-be20-d86c991a48ca,not_disclosed,male,no,18-25,christian,other,n/a
129b7e04-b0c0-4595-a526-9b48815af1a7,not_disclosed,female,no,18-25,christian,rwandan,n/a
8c327e35-801d-465e-9820-c8ce3c00bc68,not_disclosed,male,no,36-45,christian,rwandan,n/a
805a916b-d592-41cf-890e-055a64576a3c,not_disclosed,male,no,46-55,christian,rwandan,n/a
e7c02160-9c6b-4d06-8cfe-716013883cd2,not_disclosed,male,no,46-55,christian,rwandan,n/a
1ce3bde6-9e5a-42cd-9add-8306dd0f56b2,not_disclosed,male,no,26-35,christian,other,n/a
a1d37a31-a5d6-4e34-8d91-8720d7a93623,not_disclosed,female,no,46-55,christian,rwandan,n/a
dec05c07-4ecd-487d-af3b-ae6b3ddb6dfd,not_disclosed,male,no,66+,christian,rwandan,n/a
852ee83f-e93f-4e5d-945d-6e452ba86076,not_disclosed,male,no,36-45,christian,rwandan,n/a
4f653660-4ee5-406d-ad0d-c4d70245e689,not_disclosed,male,no,36-45,christian,rwandan,n/a
7e594e36-2de5-4768-8670-2f9750d2ed91,not_disclosed,male,no,56-65,christian,rwandan,n/a
57b24f6a-671d-4e10-b1a6-c88430e04b0c,not_disclosed,female,no,46-55,christian,rwandan,n/a
f515c4b8-c830-42b5-8d8b-51d8d2cd3afe,not_disclosed,male,no,46-55,christian,rwandan,n/a
3128eaf0-3d03-4de7-9555-62e7dc75ea9f,not_disclosed,female,no,26-35,christian,rwandan,n/a
628f536f-6ada-4acd-ae14-bc62dfaa5c8b,not_disclosed,male,no,56-65,muslim,rwandan,n/a
40ffb6b0-594f-415b-b0e4-4a76ca8861be,not_disclosed,male,no,46-55,christian,rwandan,n/a
26c7a631-84bf-4845-ac6d-d76aadc9d6ef,not_disclosed,female,no,46-55,christian,rwandan,n/a
87099c22-e456-4346-b8ec-8d06ef3522a1,not_disclosed,female,no,26-35,christian,rwandan,n/a
bd8db93a-2403-494c-bbc8-15f86a709105,not_disclosed,female,no,36-45,christian,rwandan,n/a
dece5487-c11a-47d7-8aad-a0bbe1c40bf1,not_disclosed,male,no,36-45,muslim,rwandan,n/a
97fc81ba-93fc-4922-8454-392d11fbc178,not_disclosed,male,no,56-65,christian,rwandan,n/a
0dc18a98-f320-49cd-a3e7-b324110045ec,not_disclosed,male,yes,46-55,christian,rwandan,n/a
6e35951f-3823-419e-8442-0e71e220b557,not_disclosed,male,no,46-55,christian,rwandan,n/a
97ebb2bf-6a7e-4d06-90a4-a132b38581b8,not_disclosed,male,no,46-55,muslim,rwandan,n/a
be94deb2-550b-454e-91c6-2fc28e658f10,not_disclosed,female,no,36-45,christian,rwandan,n/a
4292483d-660f-4b9e-98b2-91556e9bb3be,not_disclosed,male,no,46-55,christian,rwandan,n/a
b84f5495-99f5-41a1-ae21-8bab28eac937,not_disclosed,male,yes,36-45,christian,other,n/a
fb9410ab-bfae-4fd5-ad76-443a4f2d8292,not_disclosed,male,no,66+,christian,rwandan,n/a
8bef87e9-3f01-4e5a-a2c6-bb34f1eba19e,not_disclosed,male,no,56-65,christian,rwandan,n/a
e60e3792-8a22-4a06-a0a4-ab4cb3183b79,not_disclosed,female,no,46-55,christian,other,n/a
9db036d0-fa60-4f3e-a079-7731619efe80,not_disclosed,male,no,66+,christian,rwandan,n/a
3532274c-1f07-4b06-96ff-622e3ff8af8d,not_disclosed,male,no,36-45,christian,rwandan,n/a
c42580f4-b13d-412e-98ce-133e693bf472,not_disclosed,male,no,46-55,christian,rwandan,n/a
a67a1e7f-656f-4aac-a842-776e6c7e96cc,not_disclosed,male,no,36-45,christian,rwandan,n/a
6e40d7e4-f562-4f73-b18d-3b403a2d8548,not_disclosed,male,no,26-35,christian,rwandan,n/a
b980dd5a-755d-4764-ba69-86beab810b6e,not_disclosed,female,no,18-25,christian,other,n/a
ad30b799-b242-4a28-a378-7aa096f7b903,not_disclosed,female,yes,66+,christian,rwandan,n/a
9e9d9445-0493-4365-8bb0-789993f79c65,not_disclosed,male,no,26-35,none,rwandan,n/a
a865d1a2-2bbc-4d41-8bed-065c044ebe31,not_disclosed,male,no,66+,christian,rwandan,n/a
d6b8b930-afe3-42b0-ac61-6961fc401a6c,not_disclosed,male,no,26-35,other,rwandan,n/a
16ec42f5-d73d-46a2-b16a-5af03771fa73,not_disclosed,female,yes,56-65,christian,rwandan,n/a
e64a9cbb-de67-4465-8417-53444b2785e0,not_disclosed,male,no,18-25,muslim,rwandan,n/a
bfa89ce1-6458-4a85-87d1-e4faacf28f34,not_disclosed,male,no,56-65,christian,rwandan,n/a
04490969-5b41-457a-a378-b0dfdcc058db,not_disclosed,male,no,36-45,christian,rwandan,n/a
253ab49c-7f9d-4cb5-b7c3-733541ea947c,not_disclosed,male,no,26-35,christian,rwandan,n/a
26a4ddeb-c62a-4bde-8589-80dcab478339,not_disclosed,male,no,36-45,christian,rwandan,n/a
75002ea5-efb6-4cce-b494-936e886db746,not_disclosed,female,yes,26-35,christian,rwandan,n/a
eaa21645-d92f-43a1-b353-1470d290d9f2,not_disclosed,male,no,46-55,christian,rwandan,n/a
5c559d2e-6a83-418c-8a12-1ecbee3f6f1a,not_disclosed,male,no,56-65,christian,rwandan,n/a
71a8a674-e462-477d-ac0f-7d66c76f3e2e,not_disclosed,male,no,56-65,christian,rwandan,n/a
c22aaaed-26d0-46f9-a9e7-252d28d4ee6f,not_disclosed,female,no,66+,christian,rwandan,n/a
9a5f59dd-1f9d-4b0b-bcd5-1949801ae0f1,not_disclosed,male,yes,36-45,christian,rwandan,n/a
eb961610-90a6-473b-bf67-4594b48b9e43,not_disclosed,male,no,56-65,muslim,rwandan,n/a
6922a7a3-5b38-409d-b1ad-0b11d4559062,not_disclosed,male,no,18-25,christian,rwandan,n/a
27724007-e36b-4a43-8af7-bafd8ccdea00,not_disclosed,male,no,46-55,christian,rwandan,n/a
c13474ea-39ea-48c5-8493-566d5397dd90,not_disclosed,female,no,46-55,christian,rwandan,n/a
62203def-5ff5-45c8-8df5-9dfeaade1653,not_disclosed,male,no,66+,christian,rwandan,n/a
72d9ca14-f788-429f-a7df-87a555933ac0,not_disclosed,male,yes,66+,christian,rwandan,n/a
e0c1e422-82c7-4c1f-8f2e-677d04b1b298,not_disclosed,male,no,26-35,christian,rwandan,n/a
34ef1097-e80f-47d2-a25d-71cc08a36c4c,not_disclosed,male,no,66+,christian,rwandan,n/a
fe259e26-23de-4373-aa25-ef40d99800f3,not_disclosed,male,no,36-45,christian,rwandan,n/a
da91ffd0-4b3d-4eb8-b0e8-7b609dbcc285,not_disclosed,male,no,66+,christian,rwandan,n/a
f93936ac-3ee2-4ea8-a483-ba6dbedf5a8b,not_disclosed,female,no,36-45,christian,rwandan,n/a
51fe83a6-f549-49b6-be7f-f5ab87abb014,not_disclosed,male,no,56-65,christian,rwandan,n/a
2df2b118-4eac-4897-b359-369b3e1e04d8,not_disclosed,male,no,18-25,christian,rwandan,n/a
76170acc-507e-4709-b616-0c055c01b0e3,not_disclosed,male,no,36-45,christian,rwandan,n/a
53391980-403b-422b-a9c9-53c47cf74594,not_disclosed,male,no,46-55,christian,rwandan,n/a
55e555d4-6690-4001-b4fc-af339c94ce6a,not_disclosed,male,no,66+,christian,rwandan,n/a
503ca02f-cb6e-4c36-9caa-78c5ceef1322,not_disclosed,male,no,36-45,christian,rwandan,n/a
2395fa12-7836-404a-aae1-5405fe09ac14,not_disclosed,male,no,26-35,christian,rwandan,n/a
f450c18f-ecb5-4298-a38d-054b783eb6c1,not_disclosed,male,no,26-35,christian,rwandan,n/a
4cad851d-f2bb-4195-b686-9a973147137f,not_disclosed,male,no,36-45,other,rwandan,n/a
71d96325-92b0-405e-8fa5-87f3ffcc6d6a,not_disclosed,female,no,46-55,christian,rwandan,n/a
bbded315-839e-4caa-a7a4-0a21b78a2f16,not_disclosed,male,no,36-45,christian,rwandan,n/a
5db3030f-3985-4c69-b9d1-f829a9f1e884,not_disclosed,female,no,26-35,christian,other,n/a
779904cc-d3c9-43d5-8fb4-f2931b36fe1a,not_disclosed,female,no,26-35,christian,rwandan,n/a
c01fec30-ca2e-49cd-a300-4b292c8850d7,not_disclosed,male,no,46-55,christian,rwandan,n/a
b623c42f-52cc-4579-a7f1-278409c5f5c2,not_disclosed,male,no,26-35,christian,rwandan,n/a
f852124f-49c9-45f9-896f-5fc02309019a,not_disclosed,female,no,46-55,christian,rwandan,n/a
5fafbfe2-084d-4ae4-ac21-f692e4a0d6c8,not_disclosed,male,no,18-25,christian,rwandan,n/a
02979efc-1bf7-4321-9ad6-385a9a926792,not_disclosed,male,no,46-55,other,rwandan,n/a
d8828098-0e51-40da-b18b-f72c8eaf0595,not_disclosed,male,no,36-45,christian,rwandan,n/a
36bd45d4-aab6-462c-9a32-d8ac418d4a1b,not_disclosed,male,no,66+,christian,rwandan,n/a
80d6a3ee-f171-4c32-a324-3db38ada30c8,not_disclosed,female,no,56-65,christian,rwandan,n/a
8c35411a-c287-4165-a5a4-89c2f10ef1e2,not_disclosed,male,no,26-35,christian,rwandan,n/a
9c71fc32-adff-4f81-acd9-1cf5ae465a36,not_disclosed,male,no,26-35,christian,rwandan,n/a
06883683-4ba2-4dcc-a171-e67179bcdc08,not_disclosed,male,no,56-65,christian,rwandan,n/a
d2ac4437-b8e3-4fce-9a6d-0de259804b7d,not_disclosed,female,no,36-45,christian,rwandan,n/a
60093b00-b28b-4342-b8ab-a3df205fd95f,not_disclosed,male,no,56-65,none,rwandan,n/a
7b814239-ca0f-4d5c-9190-04b7ab1e9c80,not_disclosed,female,no,46-55,christian,rwandan,n/a
bbb9b059-1c84-4aba-bb0d-912660295181,not_disclosed,male,no,36-45,christian,other,n/a
5fa0f2ba-730d-4087-bbc1-75bb647cf97f,not_disclosed,male,no,26-35,christian,rwandan,n/a
2d6eba08-9257-4241-bcc0-c062293f6280,not_disclosed,male,no,56-65,christian,rwandan,n/a
f1971d2e-b828-4db4-9c5c-9ed82ba0f99d,not_disclosed,male,yes,36-45,christian,rwandan,n/a
b4388bf1-e48a-4e33-a74b-36d75ff5a167,not_disclosed,male,no,46-55,muslim,rwandan,n/a
3d76ca3a-126f-46d9-9f92-fb9820c07838,not_disclosed,male,no,46-55,other,rwandan,n/a
29bc5e77-6a50-4060-9981-382f114ae78a,not_disclosed,male,no,56-65,christian,rwandan,n/a
4178440e-8fcc-4cc6-8c68-d784abb12338,not_disclosed,male,no,26-35,christian,rwandan,n/a
6bcd8f9e-17e2-4a9d-8a0c-2c1818175f12,not_disclosed,male,no,36-45,christian,rwandan,n/a
15faa1ed-d7ea-4ff5-b770-41af490a0c9d,not_disclosed,female,no,36-45,christian,rwandan,n/a
f9dffc45-3fed-4270-9f77-c768f78bd10e,not_disclosed,male,no,56-65,christian,rwandan,n/a
8172b720-1591-47d4-9109-f6e111831766,not_disclosed,male,no,56-65,christian,rwandan,n/a
30c194e0-5924-40e4-afc0-f54d08acb8b6,not_disclosed,male,no,66+,christian,rwandan,n/a
73d467e1-8e61-47ac-9542-b00757b1f6ae,not_disclosed,male,no,26-35,christian,rwandan,n/a
594ff0f4-f3dc-4a6d-8bbd-192a1808afa2,not_disclosed,male,no,26-35,christian,rwandan,n/a
f27e772f-e556-4df7-9396-8dcb9dee887a,not_disclosed,female,no,66+,christian,rwandan,n/a
05b8e5f6-e97c-430c-941a-2e8628c7c4b0,not_disclosed,male,no,56-65,christian,rwandan,n/a
a260120b-9771-402a-9d58-b08c56fc940d,not_disclosed,male,no,66+,christian,rwandan,n/a
f3f581cd-3a5c-49d3-8075-560e7c35fd2a,not_disclosed,male,no,46-55,christian,rwandan,n/a
81c3ebee-c4c1-424f-b92e-ae45bd3cff98,not_disclosed,male,no,66+,christian,rwandan,n/a
e78aa64e-7ed0-4a10-af95-b7117e8d4afa,not_disclosed,male,no,56-65,christian,rwandan,n/a
2b4c50d5-1078-42d1-923d-478affb58c03,not_disclosed,male,no,46-55,christian,rwandan,n/a
baddfc83-19e0-4ae7-b313-cee906b68a6d,not_disclosed,male,no,36-45,christian,rwandan,n/a
e001fb72-5e1c-4324-a6a1-6caac3cdf1b0,not_disclosed,male,no,56-65,christian,rwandan,n/a
a0aa8b70-aea8-4395-8434-26afa62e2d41,not_disclosed,male,no,66+,christian,rwandan,n/a
9f49d62e-28ea-46ee-9d75-5c1446d87e31,not_disclosed,female,no,26-35,christian,rwandan,n/a
4d1680d0-6818-4789-a981-178c592b1f34,not_disclosed,male,no,26-35,christian,rwandan,n/a
6386632c-24c8-4274-8f21-1a11c234dde4,not_disclosed,male,no,46-55,muslim,rwandan,n/a
a09145e1-7a17-4f39-983b-b31e8f04358a,not_disclosed,male,no,46-55,christian,rwandan,n/a
201f88a0-ea02-4df1-9b2c-b4acc1b94aaa,not_disclosed,female,no,56-65,christian,rwandan,n/a
d938f6c9-f5b2-48ff-9b3b-a533235fbace,not_disclosed,male,yes,66+,christian,rwandan,n/a
216190de-0cb1-4950-a508-cb0d2385470b,not_disclosed,male,no,66+,christian,rwandan,n/a
bf11de36-3cda-4143-aba5-130dc0de483d,not_disclosed,female,no,36-45,christian,rwandan,n/a
75df5a46-82ee-4c82-9f2b-bc5bc9139c1a,not_disclosed,male,no,56-65,none,rwandan,n/a
9e0fba95-cc68-4b94-a438-b08b292ba92e,not_disclosed,female,no,56-65,christian,rwandan,n/a
7ac34f85-441a-4bda-96f3-ef979703cbe5,not_disclosed,male,no,66+,christian,rwandan,n/a
6d9e7e01-f39b-4be4-a056-2e8c6a23cfd0,not_disclosed,male,no,26-35,christian,rwandan,n/a
c7065f31-cc41-40f9-9b17-e85fa7ba187f,not_disclosed,male,no,36-45,christian,rwandan,n/a
f93b4fb0-d691-4690-8f16-aa0ecbfb77f8,not_disclosed,female,no,56-65,christian,rwandan,n/a
5b79d48a-d820-4f35-a361-34384357fd54,not_disclosed,male,yes,66+,christian,rwandan,n/a
a0ae773a-f3f9-4aae-87df-2fe5a4462b0c,not_disclosed,female,no,56-65,christian,rwandan,n/a
5584fa3b-d409-4d58-b558-46f645b0952e,not_disclosed,male,no,36-45,christian,rwandan,n/a
35cf30b4-4a98-4883-af75-df32c3005078,not_disclosed,male,no,56-65,christian,rwandan,n/a
2e718155-5bfe-4fba-98e0-c0f86b56dfd9,not_disclosed,female,no,46-55,christian,rwandan,n/a
41c27d56-68f1-435d-bb10-e971d29fa7dc,not_disclosed,male,no,66+,christian,rwandan,n/a
1263203f-3065-42ff-a6e6-209534619998,not_disclosed,male,no,56-65,christian,rwandan,n/a
9502ec3a-481b-4257-81aa-e1126daea2fd,not_disclosed,male,no,26-35,christian,rwandan,n/a
0128463b-cfc4-44f7-9bf9-d031ec587fa0,not_disclosed,female,no,46-55,christian,rwandan,n/a
a0363620-6f3f-4fd1-bab0-f486b8bd29d1,not_disclosed,male,no,18-25,christian,rwandan,n/a
19bca7c0-57e3-450c-ab8e-08522af683d4,not_disclosed,male,no,26-35,christian,rwandan,n/a
75424454-f665-4be9-b480-348dbe6d86dc,not_disclosed,male,no,36-45,christian,rwandan,n/a
ab635338-efad-42e8-bdc1-b75547bbebad,not_disclosed,female,no,46-55,christian,rwandan,n/a
7cad1782-5cfe-46bc-9261-1e75bd41cb1b,not_disclosed,female,no,36-45,other,rwandan,n/a
9357d3fe-7f9d-4ca9-bfe6-9f251685d92c,not_disclosed,male,yes,56-65,christian,rwandan,n/a
ea0ad605-565d-42eb-aec4-28607215baef,not_disclosed,male,no,46-55,christian,other,n/a
cbf0c165-704b-492f-9b4b-2a79e0463c0a,not_disclosed,female,no,36-45,christian,rwandan,n/a
79a04f74-1054-4841-85f9-de08a1864e7a,not_disclosed,female,no,66+,christian,rwandan,n/a
b6efbec4-be81-4e8c-82e5-110fc9922535,not_disclosed,male,yes,46-55,christian,rwandan,n/a
f4551abd-754e-4964-8d0a-2201107ac522,not_disclosed,male,no,36-45,christian,rwandan,n/a
a6037457-96ef-474a-9f7f-364617e75cfe,not_disclosed,male,no,26-35,christian,rwandan,n/a
41266352-768c-4ff4-89a3-589e7bd41f08,not_disclosed,male,no,26-35,christian,rwandan,n/a
1f7cf221-1662-459b-9638-e3983e60ef1f,not_disclosed,female,no,46-55,christian,rwandan,n/a
5c420fcc-bdee-42fc-aec1-137c55b7df76,not_disclosed,male,no,46-55,christian,rwandan,n/a
870bfc64-b856-496e-9083-325ffe9c27c6,not_disclosed,male,no,36-45,muslim,rwandan,n/a
cd0f112f-53a7-4693-a55b-5d67e6019b0f,not_disclosed,male,no,66+,christian,rwandan,n/a
3946cd36-7a22-4025-bbea-27b9d3bffc68,not_disclosed,male,no,66+,christian,other,n/a
89d216f9-d730-4760-b19a-c0f9230e6914,not_disclosed,female,no,46-55,christian,rwandan,n/a
7944aca7-f080-4b93-be12-ad9c0ce10bd2,not_disclosed,male,no,36-45,christian,rwandan,n/a
25912f83-ab17-4d9f-b8ce-ebc11aa44f61,not_disclosed,male,no,56-65,christian,rwandan,n/a
ea3f45ce-027b-4fc3-b796-fbf808917375,not_disclosed,male,no,46-55,christian,rwandan,n/a
179b7720-5ef0-442f-ad91-820556d0228a,not_disclosed,male,no,36-45,christian,rwandan,n/a
ed30543c-9d31-4e7f-8e15-22a24fe33430,not_disclosed,male,no,56-65,muslim,rwandan,n/a
9e307440-beb6-4e85-8cc1-6eec34de681b,not_disclosed,male,no,46-55,christian,rwandan,n/a
cd6d9967-14e6-4c45-8645-06fced5f48b4,not_disclosed,male,no,46-55,christian,rwandan,n/a
53544d63-f010-4fe6-9ed2-600118e59a3f,not_disclosed,male,no,66+,christian,rwandan,n/a
b486afa0-2ef2-49d9-baae-b20f921c848e,not_disclosed,female,no,36-45,christian,rwandan,n/a
d7c54c17-617f-44c6-ab73-e7c6579a248d,not_disclosed,male,no,46-55,christian,rwandan,n/a
1b857a45-6e62-4030-b73c-78ab27091f4a,not_disclosed,male,no,56-65,christian,rwandan,n/a
9ffb9828-cbc1-4a47-86a9-5c7bd2df58ef,not_disclosed,male,no,66+,muslim,rwandan,n/a
93b1e740-ef8b-4114-ad1d-38ea113b5719,not_disclosed,male,no,36-45,christian,rwandan,n/a
62c4fade-68f5-491b-9e20-26da39304588,not_disclosed,female,no,26-35,christian,rwandan,n/a
ba8b251f-6b71-4553-93d2-8ba1df7e682c,not_disclosed,female,no,56-65,christian,rwandan,n/a
8e410a39-d5f2-46d1-8d25-af4a8bac4804,not_disclosed,female,no,56-65,christian,rwandan,n/a
9069dd4e-1f09-4965-80f7-218281aaf3ff,not_disclosed,male,no,46-55,muslim,rwandan,n/a
94eb651b-23a5-4c93-992f-bf3c6cc5d8af,not_disclosed,female,no,26-35,christian,rwandan,n/a
2477cb0a-0bf0-43e3-b973-8861710395df,not_disclosed,male,no,56-65,other,rwandan,n/a
56260051-aa53-4e4e-82e4-8e39d947664c,not_disclosed,female,no,46-55,christian,rwandan,n/a
663253ce-2cd9-409a-a5ce-8690ef670500,not_disclosed,male,no,56-65,christian,rwandan,n/a
f18ac202-0729-4c1a-a343-f8c08d25a9fa,not_disclosed,male,no,18-25,muslim,rwandan,n/a
ca93c9d2-0126-4e09-b9f1-0418606388f9,not_disclosed,male,no,46-55,christian,rwandan,n/a
0e1b0596-cd3b-4c1a-83fb-b4e2f07f1dd9,not_disclosed,male,no,36-45,christian,rwandan,n/a
6d848601-6a1d-4537-ad56-d3843acf6cee,not_disclosed,female,no,56-65,christian,rwandan,n/a
6b66373e-bc99-45d7-88f0-21d872f5df71,not_disclosed,female,no,46-55,other,rwandan,n/a
